date,lineage,value,lower,upper
2020-09-05,A,36.294003868471954,14.120035369984166,93.059266238617
2020-09-05,B.1.1.529,0,0,34.77063953009747
2020-09-05,B.1.1.7,0,0,34.77063953009747
2020-09-05,B.1.177,3221.092843326886,2936.490153974102,3524.5492450231977
2020-09-05,B.1.617.2,0,0,34.77063953009747
2020-09-05,AY.4.2,0,0,34.77063953009747
2020-09-12,A,9.497777777777777,1.6766501729669399,53.70051322904531
2020-09-12,B.1.1.529,0,0,36.41757582257777
2020-09-12,B.1.1.7,0,0,36.41757582257777
2020-09-12,B.1.177,5537.204444444445,5165.909450488884,5923.947684144001
2020-09-12,B.1.617.2,0,0,36.41757582257777
2020-09-12,AY.4.2,0,0,36.41757582257777
2020-09-19,A,0,0,70.23271074007957
2020-09-19,B.1.1.529,0,0,70.23271074007957
2020-09-19,B.1.1.7,0,0,70.23271074007957
2020-09-19,B.1.177,7848.466876971609,7255.483748249287,8464.270097827144
2020-09-19,B.1.617.2,0,0,70.23271074007957
2020-09-19,AY.4.2,0,0,70.23271074007957
2020-09-26,A,0,0,51.12888887890431
2020-09-26,B.1.1.529,0,0,51.12888887890431
2020-09-26,B.1.1.7,26.654481546572935,7.310270023788359,97.05569598850239
2020-09-26,B.1.177,15352.98137082601,14674.35942138723,16041.325896322254
2020-09-26,B.1.617.2,0,0,51.12888887890431
2020-09-26,AY.4.2,0,0,51.12888887890431
2020-10-03,A,0,0,123.95646560400573
2020-10-03,B.1.1.529,0,0,123.95646560400573
2020-10-03,B.1.1.7,64.65583456425406,17.733318800083843,235.29068699967962
2020-10-03,B.1.177,26541.22008862629,25153.025311394555,27953.15640456801
2020-10-03,B.1.617.2,0,0,123.95646560400573
2020-10-03,AY.4.2,0,0,123.95646560400573
2020-10-10,A,0,9.855517188183426e-15,101.89835776737696
2020-10-10,B.1.1.529,0,9.855517188183426e-15,101.89835776737696
2020-10-10,B.1.1.7,26.554712576597606,4.687607248881656,150.2607077068423
2020-10-10,B.1.177,51064.7122847972,49547.308598286545,52569.65743267217
2020-10-10,B.1.617.2,0,9.855517188183426e-15,101.89835776737696
2020-10-10,AY.4.2,0,9.855517188183426e-15,101.89835776737696
2020-10-17,A,0,5.357298655889084e-15,91.28276838590254
2020-10-17,B.1.1.529,0,5.357298655889084e-15,91.28276838590254
2020-10-17,B.1.1.7,118.91800913681173,50.80439092474414,278.09491324287063
2020-10-17,B.1.177,59791.97499398894,58313.128293101676,61251.748666329106
2020-10-17,B.1.617.2,0,5.357298655889084e-15,91.28276838590254
2020-10-17,AY.4.2,0,5.357298655889084e-15,91.28276838590254
2020-10-24,A,0,0,95.2423631231091
2020-10-24,B.1.1.529,0,0,95.2423631231091
2020-10-24,B.1.1.7,620.2746286161063,420.42553127096136,914.4352606722892
2020-10-24,B.1.177,78973.36571540266,77275.89015098222,80647.57056952134
2020-10-24,B.1.617.2,0,0,95.2423631231091
2020-10-24,AY.4.2,0,0,95.2423631231091
2020-10-31,A,0,0,154.53547593653485
2020-10-31,B.1.1.529,0,0,154.53547593653485
2020-10-31,B.1.1.7,1047.1459627329193,715.3747762232654,1530.9570212198846
2020-10-31,B.1.177,85825.69409937889,83682.62631845627,87918.75381634937
2020-10-31,B.1.617.2,0,0,154.53547593653485
2020-10-31,AY.4.2,0,0,154.53547593653485
2020-11-07,A,0,0,86.46257346326396
2020-11-07,B.1.1.529,0,0,86.46257346326396
2020-11-07,B.1.1.7,2972.7264061010483,2510.8010394039807,3517.487698756724
2020-11-07,B.1.177,96073.11248808389,94421.65950708494,97693.8213891002
2020-11-07,B.1.617.2,0,0,86.46257346326396
2020-11-07,AY.4.2,0,0,86.46257346326396
2020-11-14,A,0,0,79.09201958785282
2020-11-14,B.1.1.529,0,0,79.09201958785282
2020-11-14,B.1.1.7,11514.77216205375,10629.827410466649,12466.985844861378
2020-11-14,B.1.177,101882.04492579223,100217.23306765348,103521.33879445838
2020-11-14,B.1.617.2,0,0,79.09201958785282
2020-11-14,AY.4.2,0,0,79.09201958785282
2020-11-21,A,51.812444444444445,14.209530174983565,188.76342624515343
2020-11-21,B.1.1.529,0,6.31431558214734e-15,99.43645549168515
2020-11-21,B.1.1.7,9844.364444444445,8938.091783866572,10833.279848030965
2020-11-21,B.1.177,78625.38444444444,77012.55438372286,80203.52223069448
2020-11-21,B.1.617.2,0,6.31431558214734e-15,99.43645549168515
2020-11-21,AY.4.2,0,6.31431558214734e-15,99.43645549168515
2020-11-28,A,32.194546794399415,5.683240594491121,182.1185950974785
2020-11-28,B.1.1.529,0,0,123.50375444985461
2020-11-28,B.1.1.7,15131.436993367723,13928.101308465488,16415.500629778446
2020-11-28,B.1.177,55084.86956521739,53483.04879394998,56654.47196575875
2020-11-28,B.1.617.2,0,0,123.50375444985461
2020-11-28,AY.4.2,0,0,123.50375444985461
2020-12-05,A,0,1.85395197136668e-14,324.55614812388075
2020-12-05,B.1.1.529,0,1.85395197136668e-14,324.55614812388075
2020-12-05,B.1.1.7,31377.974308300396,28879.455833887205,33963.72526521329
2020-12-05,B.1.177,42487.473320158104,39850.34265366795,45127.81106321076
2020-12-05,B.1.617.2,0,1.85395197136668e-14,324.55614812388075
2020-12-05,AY.4.2,0,1.85395197136668e-14,324.55614812388075
2020-12-12,A,157.47421481194263,76.29839929319392,324.77316741276627
2020-12-12,B.1.1.529,0,0,86.35753131208055
2020-12-12,B.1.1.7,47759.67972082202,46209.46762003416,49325.16093145026
2020-12-12,B.1.177,53473.74408685537,51899.21969193537,55055.03242955553
2020-12-12,B.1.617.2,0,0,86.35753131208055
2020-12-12,AY.4.2,0,0,86.35753131208055
2020-12-19,A,408.1641675684031,243.22228223014295,684.5553419897977
2020-12-19,B.1.1.529,0,0,111.93377597869842
2020-12-19,B.1.1.7,122361.78652032772,120151.8143475538,124538.45021903161
2020-12-19,B.1.177,51836.8492811872,49810.668058559495,53913.43444405698
2020-12-19,B.1.617.2,0,0,111.93377597869842
2020-12-19,AY.4.2,0,0,111.93377597869842
2020-12-26,A,891.0469128329298,521.0650429019571,1521.9645449718996
2020-12-26,B.1.1.529,0,0,263.0054174299035
2020-12-26,B.1.1.7,147502.53510895884,143784.7169868709,151140.75110712735
2020-12-26,B.1.177,63675.583232445526,60263.048756340475,67203.2223797381
2020-12-26,B.1.617.2,0,0,263.0054174299035
2020-12-26,AY.4.2,0,0,263.0054174299035
2021-01-02,A,259.7953348382242,101.0407095492958,667.5020133768905
2021-01-02,B.1.1.529,0,0,249.32726357867494
2021-01-02,B.1.1.7,275707.79909706546,271911.1769896741,279355.5565064511
2021-01-02,B.1.177,58843.64334085779,55436.16412851485,62415.46467727516
2021-01-02,B.1.617.2,0,0,249.32726357867494
2021-01-02,AY.4.2,0,0,249.32726357867494
2021-01-09,A,358.8888239590942,173.87672493155026,740.3460229270074
2021-01-09,B.1.1.529,0,1.9013932805062336e-14,196.8477103047616
2021-01-09,B.1.1.7,282906.93294375454,279560.3591692158,286132.98242992413
2021-01-09,B.1.177,57576.02132943755,54563.407245606744,60720.8929179713
2021-01-09,B.1.617.2,0,1.9013932805062336e-14,196.8477103047616
2021-01-09,AY.4.2,0,1.9013932805062336e-14,196.8477103047616
2021-01-16,A,631.9107814921408,413.45724133307226,965.3755352006525
2021-01-16,B.1.1.529,0,0,115.54841005401113
2021-01-16,B.1.1.7,225682.42196147886,223539.6425340282,227748.8939044949
2021-01-16,B.1.177,39148.377462917866,37221.31829291108,41157.70444048138
2021-01-16,B.1.617.2,0,0,115.54841005401113
2021-01-16,AY.4.2,0,0,115.54841005401113
2021-01-23,A,319.38016528925624,193.59926052690327,526.6741412178021
2021-01-23,B.1.1.529,0,0,81.76334157198418
2021-01-23,B.1.1.7,185197.91184573004,183860.42845908305,186472.0351079775
2021-01-23,B.1.177,19758.986225895314,18582.295261921627,21001.957135669374
2021-01-23,B.1.617.2,0,0,81.76334157198418
2021-01-23,AY.4.2,0,0,81.76334157198418
2021-01-30,A,162.22072920232796,94.82209763898683,277.4344393079204
2021-01-30,B.1.1.529,0,0,47.921717077343
2021-01-30,B.1.1.7,134992.60373159876,134279.45055407356,135664.9389590766
2021-01-30,B.1.177,8722.483824032866,8116.334131456852,9370.821361683984
2021-01-30,B.1.617.2,0,0,47.921717077343
2021-01-30,AY.4.2,0,0,47.921717077343
2021-02-06,A,33.792739683524665,5.965323577108045,191.2033327337564
2021-02-06,B.1.1.529,0,1.1794421381563939e-14,129.66363840109165
2021-02-06,B.1.1.7,104081.63822525597,103246.49795416016,104798.62084634123
2021-02-06,B.1.177,3784.7868445547624,3154.2186143486406,4536.007029947008
2021-02-06,B.1.617.2,0,1.1794421381563939e-14,129.66363840109165
2021-02-06,AY.4.2,0,1.1794421381563939e-14,129.66363840109165
2021-02-13,A,68.2161159215409,29.14183293780119,159.57409568714925
2021-02-13,B.1.1.529,0,0,52.376250679517504
2021-02-13,B.1.1.7,74833.07916593036,74460.4812440386,75156.5217127808
2021-02-13,B.1.177,1664.4732284855982,1396.398495693195,1982.6658968548857
2021-02-13,B.1.617.2,0,0,52.376250679517504
2021-02-13,AY.4.2,0,0,52.376250679517504
2021-02-20,A,7.188545968267768,1.2689392747544304,40.706147326779096
2021-02-20,B.1.1.529,0,0,27.603994229055598
2021-02-20,B.1.1.7,64718.47935231472,64508.27558588491,64902.27303776292
2021-02-20,B.1.177,963.265159747881,814.2388268884745,1139.0915452526235
2021-02-20,B.1.617.2,0,0,27.603994229055598
2021-02-20,AY.4.2,0,0,27.603994229055598
2021-02-27,A,0,0,21.486003731793957
2021-02-27,B.1.1.529,0,0,21.486003731793957
2021-02-27,B.1.1.7,47701.429814385156,47584.12554368526,47797.72167076265
2021-02-27,B.1.177,346.91948955916473,270.83375634889563,444.18214709719734
2021-02-27,B.1.617.2,0,0,21.486003731793957
2021-02-27,AY.4.2,0,0,21.486003731793957
2021-03-06,A,0,9.068305352879901e-16,14.858394634817444
2021-03-06,B.1.1.529,0,9.068305352879901e-16,14.858394634817444
2021-03-06,B.1.1.7,33060.83514450867,32975.66351675782,33131.512537123264
2021-03-06,B.1.177,201.2129479768786,153.5473472172149,263.5582990890452
2021-03-06,B.1.617.2,0,9.068305352879901e-16,14.858394634817444
2021-03-06,AY.4.2,0,9.068305352879901e-16,14.858394634817444
2021-03-13,A,0,8.6500172851134585e-16,12.068981669621772
2021-03-13,B.1.1.529,0,8.6500172851134585e-16,12.068981669621772
2021-03-13,B.1.1.7,31689.286769049027,31629.870255705584,31736.81251958979
2021-03-13,B.1.177,97.42813545973617,68.66602123133406,138.18556755942214
2021-03-13,B.1.617.2,0,8.6500172851134585e-16,12.068981669621772
2021-03-13,AY.4.2,0,8.6500172851134585e-16,12.068981669621772
2021-03-20,A,2.7761166818596172,0.49004567561964746,15.721240479631584
2021-03-20,B.1.1.529,0,0,10.660996455425417
2021-03-20,B.1.1.7,30198.597265268912,30141.130880124892,30245.581471035704
2021-03-20,B.1.177,44.417866909753876,27.347625712427835,72.11800594021058
2021-03-20,B.1.617.2,0,0,10.660996455425417
2021-03-20,AY.4.2,0,0,10.660996455425417
2021-03-27,A,37.9200633161852,23.34633675265645,61.572577968135676
2021-03-27,B.1.1.529,0,0,9.101839839499215
2021-03-27,B.1.1.7,29698.519588444797,29646.66221955053,29741.42495388157
2021-03-27,B.1.177,18.9600316580926,9.608413546113576,37.401963734032094
2021-03-27,B.1.617.2,2.370003957261575,0.4183572233388066,13.422049796241216
2021-03-27,AY.4.2,0,0,9.101839839499215
2021-04-03,A,6.8960463531015685,2.345369517000824,20.267471122785384
2021-04-03,B.1.1.529,0,5.481773139577734e-16,8.826764814847452
2021-04-03,B.1.1.7,20101.97511929107,20063.442691404092,20131.79510310723
2021-04-03,B.1.177,4.597364235401045,1.2607814537670834,16.75670057770621
2021-04-03,B.1.617.2,4.597364235401045,1.2607814537670834,16.75670057770621
2021-04-03,AY.4.2,0,5.481773139577734e-16,8.826764814847452
2021-04-10,A,8.334039174166225,2.8345254366816923,24.48704686750681
2021-04-10,B.1.1.529,0,8.528516008960336e-16,10.664785417388487
2021-04-10,B.1.1.7,15498.534850891125,15442.442840600794,15544.293291969017
2021-04-10,B.1.177,2.7780130580554085,0.4903855962712441,15.72666211671725
2021-04-10,B.1.617.2,63.89430033527439,42.6009322242118,95.76588599197676
2021-04-10,AY.4.2,0,8.528516008960336e-16,10.664785417388487
2021-04-17,A,5.222382225879449,1.4322276427441876,19.027519453646374
2021-04-17,B.1.1.529,0,0,10.023230519982398
2021-04-17,B.1.1.7,12327.433244188438,12262.86938373039,12382.551225401055
2021-04-17,B.1.177,5.222382225879449,1.4322276427441876,19.027519453646374
2021-04-17,B.1.617.2,148.83789343756428,115.02415664104964,192.43979630656534
2021-04-17,AY.4.2,0,0,10.023230519982398
2021-04-24,A,5.198377281947262,1.4256430534324547,18.940284867723342
2021-04-24,B.1.1.529,0,0,9.9772685041206
2021-04-24,B.1.1.7,11956.267748478702,11862.48379821989,12041.410129465185
2021-04-24,B.1.177,0,0,9.9772685041206
2021-04-24,B.1.617.2,522.4369168356998,456.1599716719649,597.8775682441927
2021-04-24,AY.4.2,0,0,9.9772685041206
2021-05-01,A,0,6.327835929253068e-16,10.203007264457986
2021-05-01,B.1.1.529,0,6.327835929253068e-16,10.203007264457986
2021-05-01,B.1.1.7,10098.684186575654,9976.701664629094,10213.230933262133
2021-05-01,B.1.177,0,6.327835929253068e-16,10.203007264457986
2021-05-01,B.1.617.2,1299.8832764505119,1195.2088599637427,1412.4902699162687
2021-05-01,AY.4.2,0,6.327835929253068e-16,10.203007264457986
2021-05-08,A,10.143269017520513,3.9450543922582897,26.057517468451383
2021-05-08,B.1.1.529,0,0,9.73330293711173
2021-05-08,B.1.1.7,7876.24839210468,7719.9527070419845,8028.867915068928
2021-05-08,B.1.177,5.071634508760257,1.3908923690756825,18.47704502983502
2021-05-08,B.1.617.2,3321.9206032379684,3172.487879784051,3475.430995631386
2021-05-08,AY.4.2,0,0,9.73330293711173
2021-05-15,A,2.6230273394087575,0.46302953948423564,14.846574422600508
2021-05-15,B.1.1.529,0,0,10.068024955619137
2021-05-15,B.1.1.7,6009.355634585463,5836.94593466201,6181.579594106312
2021-05-15,B.1.177,2.6230273394087575,0.46302953948423564,14.846574422600508
2021-05-15,B.1.617.2,5650.000889086464,5478.023716232547,5822.405488649988
2021-05-15,AY.4.2,0,0,10.068024955619137
2021-05-22,A,0,7.159300255783192e-16,8.42204347240976
2021-05-22,B.1.1.529,0,7.159300255783192e-16,8.42204347240976
2021-05-22,B.1.1.7,3944.3177290836657,3793.3484854806225,4098.681514776848
2021-05-22,B.1.177,0,7.159300255783192e-16,8.42204347240976
2021-05-22,B.1.617.2,9182.933266932272,9027.669529945577,9334.914308355683
2021-05-22,AY.4.2,0,7.159300255783192e-16,8.42204347240976
2021-05-29,A,0,0,8.234668967038594
2021-05-29,B.1.1.529,0,0,8.234668967038594
2021-05-29,B.1.1.7,3073.097483537159,2930.7440723375626,3220.910333075909
2021-05-29,B.1.177,0,0,8.234668967038594
2021-05-29,B.1.617.2,15110.289510818438,14961.500523176084,15253.66747656665
2021-05-29,AY.4.2,0,0,8.234668967038594
2021-06-05,A,0,7.637591212113165e-16,8.261914107065051
2021-06-05,B.1.1.529,0,7.637591212113165e-16,8.261914107065051
2021-06-05,B.1.1.7,2091.038925354908,1968.039348836312,2221.0745603078367
2021-06-05,B.1.177,0,7.637591212113165e-16,8.261914107065051
2021-06-05,B.1.617.2,26056.238131582963,25925.14367058289,26180.319235179682
2021-06-05,AY.4.2,0,7.637591212113165e-16,8.261914107065051
2021-06-12,A,0,0,12.078901163591516
2021-06-12,B.1.1.529,0,0,12.078901163591516
2021-06-12,B.1.1.7,1871.357361390941,1729.7870013689567,2023.9340240850095
2021-06-12,B.1.177,0,0,12.078901163591516
2021-06-12,B.1.617.2,40226.32042384897,40071.890111399196,40369.7732766113
2021-06-12,AY.4.2,0,0,12.078901163591516
2021-06-19,A,0,1.5405318664351986e-15,21.405844951571964
2021-06-19,B.1.1.529,0,1.5405318664351986e-15,21.405844951571964
2021-06-19,B.1.1.7,830.558137254902,708.1814818145851,973.715251196245
2021-06-19,B.1.177,0,1.5405318664351986e-15,21.405844951571964
2021-06-19,B.1.617.2,56015.29343137255,55871.27139674658,56138.54340194649
2021-06-19,AY.4.2,0,1.5405318664351986e-15,21.405844951571964
2021-06-26,A,0,0,27.539735772539423
2021-06-26,B.1.1.529,0,0,27.539735772539423
2021-06-26,B.1.1.7,896.377245508982,752.9591022502439,1066.7854292154586
2021-06-26,B.1.177,0,0,27.539735772539423
2021-06-26,B.1.617.2,88748.51832335329,88564.03121762445,88906.12093013678
2021-06-26,AY.4.2,136.24934131736526,87.24754095829338,212.70732375960685
2021-07-03,A,0,2.015292248764698e-15,32.6786132280432
2021-07-03,B.1.1.529,0,2.015292248764698e-15,32.6786132280432
2021-07-03,B.1.1.7,765.7542474686803,623.317439726372,940.5331802300593
2021-07-03,B.1.177,0,2.015292248764698e-15,32.6786132280432
2021-07-03,B.1.617.2,147543.82672615984,147330.58769081437,147724.9105743801
2021-07-03,AY.4.2,408.4022653166295,308.14681012814435,541.1568733550392
2021-07-10,A,0,0,51.028091829209984
2021-07-10,B.1.1.529,13.286476267638916,2.3453485453069263,75.248805252463
2021-07-10,B.1.1.7,425.1672405644453,301.2594451062573,599.8826297168714
2021-07-10,B.1.177,0,0,51.028091829209984
2021-07-10,B.1.617.2,195045.4716089393,194722.6532472983,195318.16454299114
2021-07-10,AY.4.2,1235.6422928904192,1009.258357319695,1512.4134975855916
2021-07-17,A,0,0,96.25001931222636
2021-07-17,B.1.1.529,0,0,96.25001931222636
2021-07-17,B.1.1.7,125.3138409760202,53.529654424928104,293.26706238892876
2021-07-17,B.1.177,0,0,96.25001931222636
2021-07-17,B.1.617.2,294462.46352545224,293844.0129190613,294986.86688958213
2021-07-17,AY.4.2,3107.7832562053004,2608.805431889992,3701.002685462669
2021-07-24,A,0,2.8567809828525448e-15,39.769338714683904
2021-07-24,B.1.1.529,10.354238287005206,1.8277413806610154,58.646167676944536
2021-07-24,B.1.1.7,62.125429722031235,28.47368144578041,135.5230793264334
2021-07-24,B.1.177,0,2.8567809828525448e-15,39.769338714683904
2021-07-24,B.1.617.2,208316.92009625773,207982.47759895943,208612.5424689959
2021-07-24,AY.4.2,2381.4748060111974,2094.287335532052,2707.5331820546107
2021-07-31,A,0,0,27.700665665875633
2021-07-31,B.1.1.529,0,0,27.700665665875633
2021-07-31,B.1.1.7,36.059793628621634,15.402956256105092,84.40481495401156
2021-07-31,B.1.177,0,0,27.700665665875633
2021-07-31,B.1.617.2,157682.2655792367,157414.0071581487,157923.64463137437
2021-07-31,AY.4.2,2315.038750957509,2076.731677654188,2580.2451639519613
2021-08-07,A,0,0,28.300820298862796
2021-08-07,B.1.1.529,0,0,28.300820298862796
2021-08-07,B.1.1.7,7.368170710420667,1.300636611461655,41.73405514661751
2021-08-07,B.1.177,0,0,28.300820298862796
2021-08-07,B.1.617.2,166461.7126898237,166189.51314384336,166706.41168307167
2021-08-07,AY.4.2,2365.182798045034,2121.6661850986093,2636.2073736087073
2021-08-14,A,0,2.357245257791907e-15,33.000042188755806
2021-08-14,B.1.1.529,0,2.357245257791907e-15,33.000042188755806
2021-08-14,B.1.1.7,17.18362307388384,4.7123433099219785,62.64842585588069
2021-08-14,B.1.177,0,2.357245257791907e-15,33.000042188755806
2021-08-14,B.1.617.2,169997.58306993282,169623.71582786524,170339.95619824817
2021-08-14,AY.4.2,3926.457872382458,3585.987003613243,4298.439152830722
2021-08-21,A,0,0,28.49313125172361
2021-08-21,B.1.1.529,0,0,28.49313125172361
2021-08-21,B.1.1.7,0,0,28.49313125172361
2021-08-21,B.1.177,7.418131802415979,1.3094551817448192,42.0176677670444
2021-08-21,B.1.617.2,181343.65004186102,180967.6307182303,181692.62343948722
2021-08-21,AY.4.2,4717.931826336562,4369.236373746124,5093.675476839325
2021-08-28,A,0,0,26.754234957307826
2021-08-28,B.1.1.529,6.965415335463259,1.2295412812978748,39.453387427211446
2021-08-28,B.1.1.7,0,0,26.754234957307826
2021-08-28,B.1.177,0,0,26.754234957307826
2021-08-28,B.1.617.2,168437.67364217254,168032.0611657541,168818.36536075774
2021-08-28,AY.4.2,5962.39552715655,5582.147681018987,6367.568404966799
2021-09-04,A,0,0,28.703007949940368
2021-09-04,B.1.1.529,0,0,28.703007949940368
2021-09-04,B.1.1.7,7.472776733207985,1.3191011755766322,42.327163724561764
2021-09-04,B.1.177,0,0,28.703007949940368
2021-09-04,B.1.617.2,179877.2087450494,179426.38461416637,180301.45644200034
2021-09-04,AY.4.2,6904.845701484178,6481.054411217234,7355.218018715683
2021-09-11,A,0,0,28.880884897041295
2021-09-11,B.1.1.529,0,0,28.880884897041295
2021-09-11,B.1.1.7,0,0,28.880884897041295
2021-09-11,B.1.177,0,0,28.880884897041295
2021-09-11,B.1.617.2,160339.96665770368,159873.34862813927,160780.26650525248
2021-09-11,AY.4.2,7444.033342296316,7003.733494747518,7910.651371860727
2021-09-18,A,0,0,22.88346397531661
2021-09-18,B.1.1.529,5.957665630232001,1.051652401683405,33.74531843291924
2021-09-18,B.1.1.7,0,0,22.88346397531661
2021-09-18,B.1.177,0,0,22.88346397531661
2021-09-18,B.1.617.2,140988.15713944033,140550.3938219854,141405.62946699385
2021-09-18,AY.4.2,8459.885194929442,8042.5551369206005,8897.508067240879
2021-09-25,A,0,0,29.795279249567972
2021-09-25,B.1.1.529,0,0,29.795279249567972
2021-09-25,B.1.1.7,0,0,29.795279249567972
2021-09-25,B.1.177,0,0,29.795279249567972
2021-09-25,B.1.617.2,175715.63761863674,175100.26829689037,176305.34203921765
2021-09-25,AY.4.2,13086.362381363244,12496.65796078236,13701.731703109634
2021-10-02,A,0,0,26.66405098870887
2021-10-02,B.1.1.529,0,0,26.66405098870887
2021-10-02,B.1.1.7,0,0,26.66405098870887
2021-10-02,B.1.177,0,0,26.66405098870887
2021-10-02,B.1.617.2,171762.3789991493,171127.84299272657,172374.77566760386
2021-10-02,AY.4.2,15924.621000850686,15312.224332396134,16559.157007273407
2021-10-09,A,0,0,29.755049000137266
2021-10-09,B.1.1.529,0,0,29.755049000137266
2021-10-09,B.1.1.7,0,0,29.755049000137266
2021-10-09,B.1.177,0,0,29.755049000137266
2021-10-09,B.1.617.2,192517.7413138686,191775.66934711862,193235.59223635224
2021-10-09,AY.4.2,19738.258686131387,19020.407763647767,20480.330652881396
2021-10-16,A,0,0,44.25782569979791
2021-10-16,B.1.1.529,0,0,44.25782569979791
2021-10-16,B.1.1.7,0,0,44.25782569979791
2021-10-16,B.1.177,0,0,44.25782569979791
2021-10-16,B.1.617.2,231144.5398718006,230111.19184631493,232142.55345228477
2021-10-16,AY.4.2,25914.460128199382,24916.446547715233,26947.80815368506
2021-10-23,A,0,0,38.11770509171256
2021-10-23,B.1.1.529,9.923747436273073,1.7517479659523867,56.21065990153723
2021-10-23,B.1.1.7,0,0,38.11770509171256
2021-10-23,B.1.177,0,0,38.11770509171256
2021-10-23,B.1.617.2,238616.50710518606,237559.9570865903,239644.0388620606
2021-10-23,AY.4.2,32331.569147377675,31304.17695883271,33387.98238974063
2021-10-30,A,0,3.1575348284314007e-15,34.05246440620672
2021-10-30,B.1.1.529,17.73086288236189,4.862398149635641,64.64660978656555
2021-10-30,B.1.1.7,0,3.1575348284314007e-15,34.05246440620672
2021-10-30,B.1.177,0,3.1575348284314007e-15,34.05246440620672
2021-10-30,B.1.617.2,202229.35660477856,201262.8471879911,203170.81250776726
2021-10-30,AY.4.2,30771.91253233907,29830.692063092527,31738.191697619128
2021-11-06,A,0,0,25.20042668682975
2021-11-06,B.1.1.529,6.560723514211887,1.1581038101472623,37.16207854454471
2021-11-06,B.1.1.7,0,0,25.20042668682975
2021-11-06,B.1.177,0,0,25.20042668682975
2021-11-06,B.1.617.2,165802.6046511628,164997.06765608568,166590.59800881523
2021-11-06,AY.4.2,29693.834625322997,28905.914339701783,30499.30023972947
2021-11-13,A,0,0,22.808015301335722
2021-11-13,B.1.1.529,0,0,22.808015301335722
2021-11-13,B.1.1.7,0,0,22.808015301335722
2021-11-13,B.1.177,0,0,22.808015301335722
2021-11-13,B.1.617.2,179907.4335658619,179054.10487071617,180745.90827534895
2021-11-13,AY.4.2,37989.62869911167,37151.20674260521,38842.90588428816
2021-11-20,A,0,0,24.10063409860114
2021-11-20,B.1.1.529,0,0,24.10063409860114
2021-11-20,B.1.1.7,0,0,24.10063409860114
2021-11-20,B.1.177,0,0,24.10063409860114
2021-11-20,B.1.617.2,193565.85341994255,192588.85525474712,194528.46829477412
2021-11-20,AY.4.2,48876.14658005746,47913.53170522587,49853.14474525284
2021-11-27,A,0,0,22.717713835135548
2021-11-27,B.1.1.529,112.36883798616081,71.94485896196679,175.48993258431796
2021-11-27,B.1.1.7,0,0,22.717713835135548
2021-11-27,B.1.177,0,0,22.717713835135548
2021-11-27,B.1.617.2,193635.16444762587,192647.7378204559,194609.8136481549
2021-11-27,AY.4.2,54108.55256502028,53134.6853739314,55095.218865130264
2021-12-04,A,0,0,23.05602401190781
2021-12-04,B.1.1.529,2088.751890529348,1881.1754318535604,2319.0444593719653
2021-12-04,B.1.1.7,0,0,23.05602401190781
2021-12-04,B.1.177,0,0,23.05602401190781
2021-12-04,B.1.617.2,211630.18077061576,210513.1199779626,212735.85786813253
2021-12-04,AY.4.2,69631.0651782499,68536.50036360825,70737.35457863694
2021-12-11,A,0,0,25.00344142517897
2021-12-11,B.1.1.529,37362.42875109245,36466.345644883826,38277.39674933566
2021-12-11,B.1.1.7,0,0,25.00344142517897
2021-12-11,B.1.177,0,0,25.00344142517897
2021-12-11,B.1.617.2,195579.94715750433,194250.49717417758,196902.37200150028
2021-12-11,AY.4.2,72407.60582354572,71238.93766604553,73589.41980166604
2021-12-18,A,0,3.5261702057114818e-15,41.12523920428466
2021-12-18,B.1.1.529,310069.582669876,307795.3893561214,312335.89510553825
2021-12-18,B.1.1.7,0,3.5261702057114818e-15,41.12523920428466
2021-12-18,B.1.177,0,3.5261702057114818e-15,41.12523920428466
2021-12-18,B.1.617.2,147840.3034006048,145762.8393385418,149935.5267232192
2021-12-18,AY.4.2,62480.701763048,60992.5717377309,64000.08202927704
2021-12-25,A,0,0,107.42163680969902
2021-12-25,B.1.1.529,576596.5733151367,573293.0540073044,579829.7185799243
2021-12-25,B.1.1.7,0,0,107.42163680969902
2021-12-25,B.1.177,0,0,107.42163680969902
2021-12-25,B.1.617.2,80712.8927868984,77985.11314105702,83523.20595139166
2021-12-25,AY.4.2,39433.53389796492,37481.530529578165,41480.79942755412
2022-01-01,A,0,0,102.09798647958168
2022-01-01,B.1.1.529,929015.1537280702,926974.6170308199,930962.1453841996
2022-01-01,B.1.1.7,0,0,102.09798647958168
2022-01-01,B.1.177,0,0,102.09798647958168
2022-01-01,B.1.617.2,27058.17768640351,25466.921311795682,28745.833815570073
2022-01-01,AY.4.2,13555.668585526317,12436.051153189468,14774.529290904995
2022-01-08,A,0,6.4582549270690964e-15,88.79358066111784
2022-01-08,B.1.1.529,937024.1360042683,935793.6984996336,938168.7860842929
2022-01-08,B.1.1.7,0,6.4582549270690964e-15,88.79358066111784
2022-01-08,B.1.177,0,6.4582549270690964e-15,88.79358066111784
2022-01-08,B.1.617.2,10517.712203521365,9599.10782907728,11523.15055833551
2022-01-08,AY.4.2,5617.151792210311,4955.509483037434,6366.541126284466